"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-11",,,,,,,,,"19.4",",,Z","12.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-12",,,,,,,,,"17.8",",,Z","9.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-13",,,,,,,,,"14.4",",,Z","10.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-14",,,,,,,,,"16.1",",,Z","12.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-15",,,,,,,,,"15.0",",,Z","11.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-16",,,,,,,,,"20.0",",,Z","13.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-17",,,,,,,,,"15.6",",,Z","6.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-18",,,,,,,,,"10.6",",,Z","5.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-19",,,,,,,,,"9.4",",,Z","5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-20",,,,,,,,,"7.8",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-21",,,,,,,,,"7.8",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-22",,,,,,,,,"7.2",",,Z","4.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-23",,,,,,,,,"9.4",",,Z","5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-24",,,,,,,,,"16.1",",,Z","5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-25",,,,,,,,,"12.2",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-26",,,,,,,,,"12.2",",,Z","2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-27",,,,,,,,,"11.7",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-28",,,,,,,,,"11.7",",,Z","5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-29",,,,,,,,,"13.3",",,Z","8.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-11-30",,,,,,,,,"18.9",",,Z","10.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-01",,,,,,,,,"23.9",",,Z","8.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-02",,,,,,,,,"8.9",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-03",,,,,,,,,"6.1",",,Z","1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-04",,,,,,,,,"6.1",",,Z","-1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-05",,,,,,,,,"4.4",",,Z","-1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-06",,,,,,,,,"10.0",",,Z","-1.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-07",,,,,,,,,"12.2",",,Z","-2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-08",,,,,,,,,"1.7",",,Z","-4.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-09",,,,,,,,,"6.1",",,Z","-5.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-10",,,,,,,,,"12.2",",,Z","-1.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-11",,,,,,,,,"11.7",",,Z","1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-12",,,,,,,,,"11.7",",,Z","2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-13",,,,,,,,,"11.1",",,Z","5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-14",,,,,,,,,"7.2",",,Z","3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-15",,,,,,,,,"12.2",",,Z","2.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-16",,,,,,,,,"11.7",",,Z","3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-17",,,,,,,,,"13.3",",,Z","2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-18",,,,,,,,,"22.2",",,Z","8.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-19",,,,,,,,,"10.6",",,Z","3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-20",,,,,,,,,"6.7",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-21",,,,,,,,,"8.9",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-22",,,,,,,,,"11.7",",,Z","7.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-23",,,,,,,,,"15.6",",,Z","8.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-24",,,,,,,,,"11.7",",,Z","2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-25",,,,,,,,,"11.1",",,Z","1.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-26",,,,,,,,,"12.2",",,Z","7.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-27",,,,,,,,,"8.3",",,Z","2.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-28",,,,,,,,,"8.9",",,Z","0.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-29",,,,,,,,,"10.0",",,Z","2.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-30",,,,,,,,,"12.2",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2006-12-31",,,,,,,,,"8.3",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-01",,,,,,,,,"12.2",",,Z","7.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-02",,,,,,,,,"10.0",",,Z","1.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-03",,,,,,,,,"13.3",",,Z","0.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-04",,,,,,,,,"13.3",",,Z","5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-05",,,,,,,,,"13.9",",,Z","8.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-06",,,,,,,,,"22.8",",,Z","10.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-07",,,,,,,,,"13.3",",,Z","7.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-08",,,,,,,,,"13.3",",,Z","3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-09",,,,,,,,,"8.3",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-10",,,,,,,,,"3.9",",,Z","-1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-11",,,,,,,,,"4.4",",,Z","-3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-12",,,,,,,,,"12.8",",,Z","3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-13",,,,,,,,,"18.9",",,Z","9.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-14",,,,,,,,,"16.1",",,Z","8.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-15",,,,,,,,,"20.6",",,Z","8.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-16",,,,,,,,,"18.9",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-17",,,,,,,,,"1.1",",,Z","-2.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-18",,,,,,,,,"1.7",",,Z","-3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-19",,,,,,,,,"7.8",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-20",,,,,,,,,"2.2",",,Z","-2.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-21",,,,,,,,,"-0.6",",,Z","-3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-22",,,,,,,,,"1.1",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-23",,,,,,,,,"5.0",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-24",,,,,,,,,"5.0",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-25",,,,,,,,,"2.8",",,Z","-4.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-26",,,,,,,,,"0.0",",,Z","-8.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-27",,,,,,,,,"10.0",",,Z","-2.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-28",,,,,,,,,"6.7",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-29",,,,,,,,,"-0.6",",,Z","-5.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-30",,,,,,,,,"5.6",",,Z","-5.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-01-31",,,,,,,,,"0.6",",,Z","-5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-01",,,,,,,,,"1.7",",,Z","-1.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-02",,,,,,,,,"2.8",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-03",,,,,,,,,"1.7",",,Z","-3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-04",,,,,,,,,"0.0",",,Z","-5.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-05",,,,,,,,,"-5.6",",,Z","-10.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-06",,,,,,,,,"-4.4",",,Z","-12.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-07",,,,,,,,,"-2.2",",,Z","-7.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-08",,,,,,,,,"-2.8",",,Z","-6.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-09",,,,,,,,,"0.6",",,Z","-7.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-10",,,,,,,,,"1.1",",,Z","-6.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-11",,,,,,,,,"2.2",",,Z","-8.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-12",,,,,,,,,"6.7",",,Z","-4.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-13",,,,,,,,,"2.2",",,Z","-3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-14",,,,,,,,,"2.2",",,Z","-6.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-15",,,,,,,,,"-3.3",",,Z","-7.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-16",,,,,,,,,"-1.7",",,Z","-8.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-17",,,,,,,,,"2.2",",,Z","-7.2",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-18",,,,,,,,,"1.1",",,Z","-4.4",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-19",,,,,,,,,"2.8",",,Z","-7.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-20",,,,,,,,,"11.1",",,Z","2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-21",,,,,,,,,"11.1",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-22",,,,,,,,,"13.3",",,Z","1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-23",,,,,,,,,"3.9",",,Z","-1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-24",,,,,,,,,"6.1",",,Z","-3.9",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-25",,,,,,,,,"2.8",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-26",,,,,,,,,"5.0",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-27",,,,,,,,,"10.0",",,Z","0.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-02-28",,,,,,,,,"7.8",",,Z","-0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-01",,,,,,,,,"9.4",",,Z","0.6",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-02",,,,,,,,,"17.2",",,Z","3.3",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-03",,,,,,,,,"15.6",",,Z","1.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-04",,,,,,,,,"5.0",",,Z","0.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-05",,,,,,,,,"8.9",",,Z","-1.7",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-06",,,,,,,,,"-0.6",",,Z","-6.1",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-07",,,,,,,,,"-2.2",",,Z","-5.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-08",,,,,,,,,"2.8",",,Z","-7.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-09",,,,,,,,,"5.0",",,Z","-2.8",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-10",,,,,,,,,"14.4",",,Z","0.0",",,Z",,,,,,,,,,,,,,,,,,,,
"USW00013752","ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US","38.9913","-76.4891","1.8","2007-03-11",,,,,,,,,"12.2",",,Z","4.4",",,Z",,,,,,,,,,,,,,,,,,,,
